date,service,cost
15-03-2024,Azure Container Registry,1.89
16-03-2024,Azure Container Registry,1.74
17-03-2024,Azure Container Registry,1.54
18-03-2024,Azure Container Registry,1.62
19-03-2024,Azure Container Registry,1.8
20-03-2024,Azure Container Registry,1.64
21-03-2024,Azure Container Registry,1.57
22-03-2024,Azure Container Registry,1.51
23-03-2024,Azure Container Registry,2.03
24-03-2024,Azure Container Registry,1.55
25-03-2024,Azure Container Registry,1.83
26-03-2024,Azure Container Registry,1.97
27-03-2024,Azure Container Registry,1.85
28-03-2024,Azure Container Registry,1.85
29-03-2024,Azure Container Registry,1.67
30-03-2024,Azure Container Registry,1.62
31-03-2024,Azure Container Registry,1.89
01-04-2024,Azure Container Registry,1.78
02-04-2024,Azure Container Registry,1.82
03-04-2024,Azure Container Registry,1.72
04-04-2024,Azure Container Registry,1.78
05-04-2024,Azure Container Registry,1.97
06-04-2024,Azure Container Registry,1.55
07-04-2024,Azure Container Registry,1.92
08-04-2024,Azure Container Registry,1.77
09-04-2024,Azure Container Registry,1.96
10-04-2024,Azure Container Registry,1.87
11-04-2024,Azure Container Registry,1.7
12-04-2024,Azure Container Registry,1.94
13-04-2024,Azure Container Registry,1.91
14-04-2024,Azure Container Registry,1.74
15-04-2024,Azure Container Registry,1.62
16-04-2024,Azure Container Registry,1.7
17-04-2024,Azure Container Registry,1.79
18-04-2024,Azure Container Registry,1.7
19-04-2024,Azure Container Registry,1.92
20-04-2024,Azure Container Registry,1.73
21-04-2024,Azure Container Registry,2.03
22-04-2024,Azure Container Registry,1.96
23-04-2024,Azure Container Registry,1.96
24-04-2024,Azure Container Registry,1.82
25-04-2024,Azure Container Registry,1.87
26-04-2024,Azure Container Registry,1.86
27-04-2024,Azure Container Registry,1.68
28-04-2024,Azure Container Registry,1.92
29-04-2024,Azure Container Registry,1.91
30-04-2024,Azure Container Registry,2.07
01-05-2024,Azure Container Registry,1.84
02-05-2024,Azure Container Registry,1.84
03-05-2024,Azure Container Registry,1.87
04-05-2024,Azure Container Registry,1.52
05-05-2024,Azure Container Registry,1.83
06-05-2024,Azure Container Registry,1.82
07-05-2024,Azure Container Registry,1.71
08-05-2024,Azure Container Registry,1.74
09-05-2024,Azure Container Registry,1.57
10-05-2024,Azure Container Registry,1.51
11-05-2024,Azure Container Registry,1.76
12-05-2024,Azure Container Registry,1.96
13-05-2024,Azure Container Registry,1.65
14-05-2024,Azure Container Registry,1.89
15-05-2024,Azure Container Registry,1.75
16-05-2024,Azure Container Registry,1.78
17-05-2024,Azure Container Registry,1.87
18-05-2024,Azure Container Registry,1.73
19-05-2024,Azure Container Registry,1.75
20-05-2024,Azure Container Registry,1.65
21-05-2024,Azure Container Registry,1.88
22-05-2024,Azure Container Registry,1.82
23-05-2024,Azure Container Registry,1.98
24-05-2024,Azure Container Registry,1.73
25-05-2024,Azure Container Registry,1.92
26-05-2024,Azure Container Registry,1.68
27-05-2024,Azure Container Registry,2.04
28-05-2024,Azure Container Registry,1.76
29-05-2024,Azure Container Registry,1.77
30-05-2024,Azure Container Registry,1.82
31-05-2024,Azure Container Registry,2.02
01-06-2024,Azure Container Registry,1.9
02-06-2024,Azure Container Registry,1.95
03-06-2024,Azure Container Registry,1.9
04-06-2024,Azure Container Registry,1.89
05-06-2024,Azure Container Registry,1.8
06-06-2024,Azure Container Registry,1.7
07-06-2024,Azure Container Registry,1.96
08-06-2024,Azure Container Registry,1.88
09-06-2024,Azure Container Registry,1.76
10-06-2024,Azure Container Registry,1.67
11-06-2024,Azure Container Registry,1.55
12-06-2024,Azure Container Registry,1.65
13-06-2024,Azure Container Registry,1.66
14-06-2024,Azure Container Registry,1.79
15-06-2024,Azure Container Registry,1.62
16-06-2024,Azure Container Registry,1.66
17-06-2024,Azure Container Registry,1.79
18-06-2024,Azure Container Registry,1.87
19-06-2024,Azure Container Registry,1.51
20-06-2024,Azure Container Registry,1.69
21-06-2024,Azure Container Registry,1.66
22-06-2024,Azure Container Registry,1.78
23-06-2024,Azure Container Registry,1.95
24-06-2024,Azure Container Registry,1.76
25-06-2024,Azure Container Registry,1.63
26-06-2024,Azure Container Registry,1.77
27-06-2024,Azure Container Registry,1.7
28-06-2024,Azure Container Registry,1.97
29-06-2024,Azure Container Registry,1.74
30-06-2024,Azure Container Registry,1.82
01-07-2024,Azure Container Registry,1.61
02-07-2024,Azure Container Registry,1.58
03-07-2024,Azure Container Registry,1.55
04-07-2024,Azure Container Registry,1.77
05-07-2024,Azure Container Registry,1.65
06-07-2024,Azure Container Registry,2.02
07-07-2024,Azure Container Registry,1.72
08-07-2024,Azure Container Registry,1.84
09-07-2024,Azure Container Registry,1.72
10-07-2024,Azure Container Registry,1.84
11-07-2024,Azure Container Registry,1.76
12-07-2024,Azure Container Registry,1.63
13-07-2024,Azure Container Registry,1.67
14-07-2024,Azure Container Registry,1.77
15-07-2024,Azure Container Registry,1.64
16-07-2024,Azure Container Registry,1.72
17-07-2024,Azure Container Registry,1.89
18-07-2024,Azure Container Registry,1.74
19-07-2024,Azure Container Registry,1.79
20-07-2024,Azure Container Registry,1.76
21-07-2024,Azure Container Registry,1.65
22-07-2024,Azure Container Registry,1.61
23-07-2024,Azure Container Registry,1.89
24-07-2024,Azure Container Registry,1.91
25-07-2024,Azure Container Registry,1.63
26-07-2024,Azure Container Registry,1.9
27-07-2024,Azure Container Registry,1.8
28-07-2024,Azure Container Registry,1.85
29-07-2024,Azure Container Registry,2.05
30-07-2024,Azure Container Registry,1.53
31-07-2024,Azure Container Registry,1.73
01-08-2024,Azure Container Registry,1.83
02-08-2024,Azure Container Registry,1.9
03-08-2024,Azure Container Registry,1.65
04-08-2024,Azure Container Registry,1.87
05-08-2024,Azure Container Registry,1.81
06-08-2024,Azure Container Registry,1.98
07-08-2024,Azure Container Registry,1.72
08-08-2024,Azure Container Registry,1.88
09-08-2024,Azure Container Registry,1.79
10-08-2024,Azure Container Registry,1.68
11-08-2024,Azure Container Registry,1.7
12-08-2024,Azure Container Registry,1.7
13-08-2024,Azure Container Registry,1.78
14-08-2024,Azure Container Registry,1.82
15-08-2024,Azure Container Registry,1.72
16-08-2024,Azure Container Registry,1.91
17-08-2024,Azure Container Registry,1.75
18-08-2024,Azure Container Registry,1.95
19-08-2024,Azure Container Registry,1.82
20-08-2024,Azure Container Registry,1.81
21-08-2024,Azure Container Registry,1.74
22-08-2024,Azure Container Registry,1.91
23-08-2024,Azure Container Registry,1.55
24-08-2024,Azure Container Registry,1.86
25-08-2024,Azure Container Registry,1.89
26-08-2024,Azure Container Registry,1.9
27-08-2024,Azure Container Registry,1.82
28-08-2024,Azure Container Registry,2.18
29-08-2024,Azure Container Registry,1.81
30-08-2024,Azure Container Registry,1.54
31-08-2024,Azure Container Registry,1.79
01-09-2024,Azure Container Registry,1.82
02-09-2024,Azure Container Registry,1.69
03-09-2024,Azure Container Registry,2
04-09-2024,Azure Container Registry,1.76
05-09-2024,Azure Container Registry,1.66
06-09-2024,Azure Container Registry,1.82
07-09-2024,Azure Container Registry,1.82
08-09-2024,Azure Container Registry,1.86
09-09-2024,Azure Container Registry,1.46
10-09-2024,Azure Container Registry,1.69
11-09-2024,Azure Container Registry,1.85
12-09-2024,Azure Container Registry,1.94
13-09-2024,Azure Container Registry,1.83
14-09-2024,Azure Container Registry,1.7
15-09-2024,Azure Container Registry,1.78
16-09-2024,Azure Container Registry,1.92
17-09-2024,Azure Container Registry,1.9
18-09-2024,Azure Container Registry,1.89
19-09-2024,Azure Container Registry,1.97
20-09-2024,Azure Container Registry,1.99
21-09-2024,Azure Container Registry,1.65
22-09-2024,Azure Container Registry,1.71
23-09-2024,Azure Container Registry,1.96
24-09-2024,Azure Container Registry,1.6
25-09-2024,Azure Container Registry,1.92
26-09-2024,Azure Container Registry,1.61
27-09-2024,Azure Container Registry,1.94
28-09-2024,Azure Container Registry,1.81
29-09-2024,Azure Container Registry,1.82
30-09-2024,Azure Container Registry,1.85
01-10-2024,Azure Container Registry,1.68
02-10-2024,Azure Container Registry,1.97
03-10-2024,Azure Container Registry,1.95
04-10-2024,Azure Container Registry,1.55
05-10-2024,Azure Container Registry,2.04
06-10-2024,Azure Container Registry,1.68
07-10-2024,Azure Container Registry,1.63
08-10-2024,Azure Container Registry,1.64
09-10-2024,Azure Container Registry,1.89
10-10-2024,Azure Container Registry,1.38
11-10-2024,Azure Container Registry,1.74
12-10-2024,Azure Container Registry,1.73
13-10-2024,Azure Container Registry,1.75
14-10-2024,Azure Container Registry,1.62
15-10-2024,Azure Container Registry,1.8
16-10-2024,Azure Container Registry,1.81
17-10-2024,Azure Container Registry,1.74
18-10-2024,Azure Container Registry,1.94
19-10-2024,Azure Container Registry,1.68
20-10-2024,Azure Container Registry,1.77
21-10-2024,Azure Container Registry,1.85
22-10-2024,Azure Container Registry,1.6
23-10-2024,Azure Container Registry,1.53
24-10-2024,Azure Container Registry,1.83
25-10-2024,Azure Container Registry,1.92
26-10-2024,Azure Container Registry,2.03
27-10-2024,Azure Container Registry,1.8
28-10-2024,Azure Container Registry,1.81
29-10-2024,Azure Container Registry,1.71
30-10-2024,Azure Container Registry,1.85
31-10-2024,Azure Container Registry,1.65
01-11-2024,Azure Container Registry,1.88
02-11-2024,Azure Container Registry,1.79
03-11-2024,Azure Container Registry,1.7
04-11-2024,Azure Container Registry,1.87
05-11-2024,Azure Container Registry,1.89
06-11-2024,Azure Container Registry,2.09
07-11-2024,Azure Container Registry,1.83
08-11-2024,Azure Container Registry,1.78
09-11-2024,Azure Container Registry,1.85
10-11-2024,Azure Container Registry,1.85
11-11-2024,Azure Container Registry,1.81
12-11-2024,Azure Container Registry,2.13
13-11-2024,Azure Container Registry,1.98
14-11-2024,Azure Container Registry,1.93
15-11-2024,Azure Container Registry,1.83
16-11-2024,Azure Container Registry,1.83
17-11-2024,Azure Container Registry,1.74
18-11-2024,Azure Container Registry,1.61
19-11-2024,Azure Container Registry,1.8
20-11-2024,Azure Container Registry,1.81
21-11-2024,Azure Container Registry,1.76
22-11-2024,Azure Container Registry,1.95
23-11-2024,Azure Container Registry,1.86
24-11-2024,Azure Container Registry,1.83
25-11-2024,Azure Container Registry,1.87
26-11-2024,Azure Container Registry,1.66
27-11-2024,Azure Container Registry,1.77
28-11-2024,Azure Container Registry,1.68
29-11-2024,Azure Container Registry,1.94
30-11-2024,Azure Container Registry,1.73
01-12-2024,Azure Container Registry,1.65
02-12-2024,Azure Container Registry,1.85
03-12-2024,Azure Container Registry,1.97
04-12-2024,Azure Container Registry,1.64
05-12-2024,Azure Container Registry,1.95
06-12-2024,Azure Container Registry,1.79
07-12-2024,Azure Container Registry,1.73
08-12-2024,Azure Container Registry,2
09-12-2024,Azure Container Registry,1.97
10-12-2024,Azure Container Registry,1.66
11-12-2024,Azure Container Registry,1.97
12-12-2024,Azure Container Registry,1.85
13-12-2024,Azure Container Registry,1.85
14-12-2024,Azure Container Registry,1.71
15-12-2024,Azure Container Registry,1.77
16-12-2024,Azure Container Registry,2.02
17-12-2024,Azure Container Registry,1.73
18-12-2024,Azure Container Registry,2
19-12-2024,Azure Container Registry,2.17
20-12-2024,Azure Container Registry,1.73
21-12-2024,Azure Container Registry,1.89
22-12-2024,Azure Container Registry,1.95
23-12-2024,Azure Container Registry,1.84
24-12-2024,Azure Container Registry,1.61
25-12-2024,Azure Container Registry,1.83
26-12-2024,Azure Container Registry,1.9
27-12-2024,Azure Container Registry,1.93
28-12-2024,Azure Container Registry,1.69
29-12-2024,Azure Container Registry,1.87
30-12-2024,Azure Container Registry,1.87
31-12-2024,Azure Container Registry,2.03
01-01-2025,Azure Container Registry,1.96
02-01-2025,Azure Container Registry,1.87
03-01-2025,Azure Container Registry,2.01
04-01-2025,Azure Container Registry,1.91
05-01-2025,Azure Container Registry,1.76
06-01-2025,Azure Container Registry,1.88
07-01-2025,Azure Container Registry,1.82
08-01-2025,Azure Container Registry,1.89
09-01-2025,Azure Container Registry,2.09
10-01-2025,Azure Container Registry,1.76
11-01-2025,Azure Container Registry,1.92
12-01-2025,Azure Container Registry,2.02
13-01-2025,Azure Container Registry,2.11
14-01-2025,Azure Container Registry,1.96
15-01-2025,Azure Container Registry,1.78
16-01-2025,Azure Container Registry,1.7
17-01-2025,Azure Container Registry,1.71
18-01-2025,Azure Container Registry,1.52
19-01-2025,Azure Container Registry,1.88
20-01-2025,Azure Container Registry,1.79
21-01-2025,Azure Container Registry,1.81
22-01-2025,Azure Container Registry,1.77
23-01-2025,Azure Container Registry,1.83
24-01-2025,Azure Container Registry,1.77
25-01-2025,Azure Container Registry,1.81
26-01-2025,Azure Container Registry,1.8
27-01-2025,Azure Container Registry,1.87
28-01-2025,Azure Container Registry,2.03
29-01-2025,Azure Container Registry,1.9
30-01-2025,Azure Container Registry,1.85
31-01-2025,Azure Container Registry,1.67
01-02-2025,Azure Container Registry,1.8
02-02-2025,Azure Container Registry,2.01
03-02-2025,Azure Container Registry,1.81
04-02-2025,Azure Container Registry,2.07
05-02-2025,Azure Container Registry,1.96
06-02-2025,Azure Container Registry,1.68
07-02-2025,Azure Container Registry,1.79
08-02-2025,Azure Container Registry,1.89
09-02-2025,Azure Container Registry,1.95
10-02-2025,Azure Container Registry,1.8
11-02-2025,Azure Container Registry,1.77
12-02-2025,Azure Container Registry,1.98
13-02-2025,Azure Container Registry,1.93
14-02-2025,Azure Container Registry,2.04
15-02-2025,Azure Container Registry,1.76
16-02-2025,Azure Container Registry,1.66
17-02-2025,Azure Container Registry,1.97
18-02-2025,Azure Container Registry,1.91
19-02-2025,Azure Container Registry,1.8
20-02-2025,Azure Container Registry,1.7
21-02-2025,Azure Container Registry,1.72
22-02-2025,Azure Container Registry,1.76
23-02-2025,Azure Container Registry,1.59
24-02-2025,Azure Container Registry,1.97
25-02-2025,Azure Container Registry,1.92
26-02-2025,Azure Container Registry,1.76
27-02-2025,Azure Container Registry,1.72
28-02-2025,Azure Container Registry,1.82
01-03-2025,Azure Container Registry,2.17
02-03-2025,Azure Container Registry,1.88
03-03-2025,Azure Container Registry,1.86
04-03-2025,Azure Container Registry,1.71
05-03-2025,Azure Container Registry,1.72
06-03-2025,Azure Container Registry,2.04
07-03-2025,Azure Container Registry,1.77
08-03-2025,Azure Container Registry,1.88
09-03-2025,Azure Container Registry,1.81
10-03-2025,Azure Container Registry,1.8
11-03-2025,Azure Container Registry,1.77
12-03-2025,Azure Container Registry,1.93
13-03-2025,Azure Container Registry,1.68
14-03-2025,Azure Container Registry,1.96
15-03-2025,Azure Container Registry,1.83
16-03-2025,Azure Container Registry,1.65
17-03-2025,Azure Container Registry,1.72
18-03-2025,Azure Container Registry,1.78
19-03-2025,Azure Container Registry,1.71
20-03-2025,Azure Container Registry,1.68
21-03-2025,Azure Container Registry,1.88
22-03-2025,Azure Container Registry,2.05
23-03-2025,Azure Container Registry,1.86
24-03-2025,Azure Container Registry,1.75
25-03-2025,Azure Container Registry,1.78
26-03-2025,Azure Container Registry,1.81
27-03-2025,Azure Container Registry,1.87
28-03-2025,Azure Container Registry,2.08
29-03-2025,Azure Container Registry,1.89
30-03-2025,Azure Container Registry,1.98
31-03-2025,Azure Container Registry,1.88
01-04-2025,Azure Container Registry,1.86
02-04-2025,Azure Container Registry,1.78
03-04-2025,Azure Container Registry,1.79
04-04-2025,Azure Container Registry,1.99
05-04-2025,Azure Container Registry,1.95
06-04-2025,Azure Container Registry,1.98
07-04-2025,Azure Container Registry,1.86
08-04-2025,Azure Container Registry,1.78
09-04-2025,Azure Container Registry,2
10-04-2025,Azure Container Registry,1.72
11-04-2025,Azure Container Registry,1.75
12-04-2025,Azure Container Registry,1.87
13-04-2025,Azure Container Registry,1.87
14-04-2025,Azure Container Registry,1.7
15-04-2025,Azure Container Registry,1.81
16-04-2025,Azure Container Registry,1.74
17-04-2025,Azure Container Registry,2.2
18-04-2025,Azure Container Registry,1.84
19-04-2025,Azure Container Registry,2.03
20-04-2025,Azure Container Registry,1.86
21-04-2025,Azure Container Registry,1.91
22-04-2025,Azure Container Registry,1.79
23-04-2025,Azure Container Registry,1.95
24-04-2025,Azure Container Registry,2.08
25-04-2025,Azure Container Registry,1.94
26-04-2025,Azure Container Registry,1.79
27-04-2025,Azure Container Registry,1.75
28-04-2025,Azure Container Registry,1.99
29-04-2025,Azure Container Registry,1.72
30-04-2025,Azure Container Registry,1.77
01-05-2025,Azure Container Registry,1.94
02-05-2025,Azure Container Registry,1.91
03-05-2025,Azure Container Registry,1.68
04-05-2025,Azure Container Registry,1.82
05-05-2025,Azure Container Registry,1.86
06-05-2025,Azure Container Registry,1.97
07-05-2025,Azure Container Registry,1.84
08-05-2025,Azure Container Registry,1.7
09-05-2025,Azure Container Registry,2.09
10-05-2025,Azure Container Registry,2
11-05-2025,Azure Container Registry,1.75
12-05-2025,Azure Container Registry,1.88
13-05-2025,Azure Container Registry,2
14-05-2025,Azure Container Registry,1.66
15-05-2025,Azure Container Registry,1.91
16-05-2025,Azure Container Registry,1.77
17-05-2025,Azure Container Registry,1.74
18-05-2025,Azure Container Registry,1.82
19-05-2025,Azure Container Registry,1.82
20-05-2025,Azure Container Registry,1.78
21-05-2025,Azure Container Registry,1.64
22-05-2025,Azure Container Registry,1.77
23-05-2025,Azure Container Registry,1.81
24-05-2025,Azure Container Registry,1.75
25-05-2025,Azure Container Registry,1.81
26-05-2025,Azure Container Registry,1.91
27-05-2025,Azure Container Registry,1.99
28-05-2025,Azure Container Registry,1.76
29-05-2025,Azure Container Registry,1.85
30-05-2025,Azure Container Registry,1.83
31-05-2025,Azure Container Registry,1.99
01-06-2025,Azure Container Registry,1.81
02-06-2025,Azure Container Registry,1.9
03-06-2025,Azure Container Registry,1.78
04-06-2025,Azure Container Registry,1.66
05-06-2025,Azure Container Registry,1.88
06-06-2025,Azure Container Registry,1.64
07-06-2025,Azure Container Registry,1.95
08-06-2025,Azure Container Registry,1.84
09-06-2025,Azure Container Registry,1.73
10-06-2025,Azure Container Registry,1.81
11-06-2025,Azure Container Registry,1.67
12-06-2025,Azure Container Registry,1.71
13-06-2025,Azure Container Registry,1.84
14-06-2025,Azure Container Registry,2.13
15-06-2025,Azure Container Registry,1.77
16-06-2025,Azure Container Registry,1.96
17-06-2025,Azure Container Registry,1.63
18-06-2025,Azure Container Registry,1.9
19-06-2025,Azure Container Registry,1.72
20-06-2025,Azure Container Registry,2
21-06-2025,Azure Container Registry,1.66
22-06-2025,Azure Container Registry,2.03
23-06-2025,Azure Container Registry,1.93
24-06-2025,Azure Container Registry,1.54
25-06-2025,Azure Container Registry,1.76
26-06-2025,Azure Container Registry,1.79
27-06-2025,Azure Container Registry,1.7
28-06-2025,Azure Container Registry,1.94
29-06-2025,Azure Container Registry,2.08
30-06-2025,Azure Container Registry,2.04
01-07-2025,Azure Container Registry,2.18
02-07-2025,Azure Container Registry,1.6
03-07-2025,Azure Container Registry,1.65
04-07-2025,Azure Container Registry,1.83
05-07-2025,Azure Container Registry,1.99
06-07-2025,Azure Container Registry,1.96
07-07-2025,Azure Container Registry,1.85
08-07-2025,Azure Container Registry,1.89
09-07-2025,Azure Container Registry,1.9
10-07-2025,Azure Container Registry,2.2
11-07-2025,Azure Container Registry,2.05
12-07-2025,Azure Container Registry,1.87
13-07-2025,Azure Container Registry,1.75
14-07-2025,Azure Container Registry,1.59
15-07-2025,Azure Container Registry,1.95
16-07-2025,Azure Container Registry,1.84
17-07-2025,Azure Container Registry,2.02
18-07-2025,Azure Container Registry,1.97
19-07-2025,Azure Container Registry,1.8
20-07-2025,Azure Container Registry,2.04
21-07-2025,Azure Container Registry,2.2
22-07-2025,Azure Container Registry,1.69
23-07-2025,Azure Container Registry,1.87
24-07-2025,Azure Container Registry,1.88
25-07-2025,Azure Container Registry,1.96
26-07-2025,Azure Container Registry,2.1
27-07-2025,Azure Container Registry,1.78
28-07-2025,Azure Container Registry,1.92
29-07-2025,Azure Container Registry,1.55
30-07-2025,Azure Container Registry,1.93
31-07-2025,Azure Container Registry,1.9
01-08-2025,Azure Container Registry,1.93
02-08-2025,Azure Container Registry,1.8
03-08-2025,Azure Container Registry,2.05
04-08-2025,Azure Container Registry,1.88
05-08-2025,Azure Container Registry,1.68
06-08-2025,Azure Container Registry,1.78
07-08-2025,Azure Container Registry,1.95
08-08-2025,Azure Container Registry,1.97
09-08-2025,Azure Container Registry,1.8
10-08-2025,Azure Container Registry,1.85
11-08-2025,Azure Container Registry,1.8
12-08-2025,Azure Container Registry,1.61
13-08-2025,Azure Container Registry,1.86
14-08-2025,Azure Container Registry,1.73
15-08-2025,Azure Container Registry,1.75
16-08-2025,Azure Container Registry,1.81
17-08-2025,Azure Container Registry,1.75
18-08-2025,Azure Container Registry,1.73
19-08-2025,Azure Container Registry,1.97
20-08-2025,Azure Container Registry,1.67
21-08-2025,Azure Container Registry,1.76
22-08-2025,Azure Container Registry,1.77
23-08-2025,Azure Container Registry,1.97
24-08-2025,Azure Container Registry,1.97
25-08-2025,Azure Container Registry,2.1
26-08-2025,Azure Container Registry,1.82
27-08-2025,Azure Container Registry,1.85
28-08-2025,Azure Container Registry,1.76
29-08-2025,Azure Container Registry,1.77
30-08-2025,Azure Container Registry,2.09
31-08-2025,Azure Container Registry,1.74
01-09-2025,Azure Container Registry,1.89
02-09-2025,Azure Container Registry,1.89
03-09-2025,Azure Container Registry,1.88
04-09-2025,Azure Container Registry,1.8
05-09-2025,Azure Container Registry,2.05
06-09-2025,Azure Container Registry,2
07-09-2025,Azure Container Registry,1.81
08-09-2025,Azure Container Registry,2.12
09-09-2025,Azure Container Registry,1.99
10-09-2025,Azure Container Registry,1.89
11-09-2025,Azure Container Registry,1.67
12-09-2025,Azure Container Registry,1.94
13-09-2025,Azure Container Registry,1.96
14-09-2025,Azure Container Registry,1.9
15-09-2025,Azure Container Registry,1.86
16-09-2025,Azure Container Registry,1.87
17-09-2025,Azure Container Registry,1.91
18-09-2025,Azure Container Registry,1.91
19-09-2025,Azure Container Registry,1.96
20-09-2025,Azure Container Registry,1.72
21-09-2025,Azure Container Registry,1.89
22-09-2025,Azure Container Registry,1.82
23-09-2025,Azure Container Registry,1.94
24-09-2025,Azure Container Registry,1.64
25-09-2025,Azure Container Registry,1.91
26-09-2025,Azure Container Registry,1.9
27-09-2025,Azure Container Registry,1.94
28-09-2025,Azure Container Registry,2.15
29-09-2025,Azure Container Registry,1.64
30-09-2025,Azure Container Registry,1.91
01-10-2025,Azure Container Registry,1.78
02-10-2025,Azure Container Registry,2.06
03-10-2025,Azure Container Registry,1.88
04-10-2025,Azure Container Registry,1.93
05-10-2025,Azure Container Registry,1.81
06-10-2025,Azure Container Registry,1.75
07-10-2025,Azure Container Registry,1.92
08-10-2025,Azure Container Registry,1.95
09-10-2025,Azure Container Registry,1.7
10-10-2025,Azure Container Registry,1.9
11-10-2025,Azure Container Registry,1.87
12-10-2025,Azure Container Registry,1.89
13-10-2025,Azure Container Registry,1.84
14-10-2025,Azure Container Registry,1.82
15-10-2025,Azure Container Registry,1.73
16-10-2025,Azure Container Registry,1.81
17-10-2025,Azure Container Registry,1.93
18-10-2025,Azure Container Registry,2.12
19-10-2025,Azure Container Registry,1.94
20-10-2025,Azure Container Registry,1.64
21-10-2025,Azure Container Registry,2.02
22-10-2025,Azure Container Registry,1.92
23-10-2025,Azure Container Registry,2.04
24-10-2025,Azure Container Registry,2.12
25-10-2025,Azure Container Registry,2.03
26-10-2025,Azure Container Registry,1.92
27-10-2025,Azure Container Registry,1.88
28-10-2025,Azure Container Registry,2.01
29-10-2025,Azure Container Registry,1.83
30-10-2025,Azure Container Registry,1.86
31-10-2025,Azure Container Registry,2.01
01-10-2023,Traffic Manager,2.26
02-10-2023,Traffic Manager,2.39
03-10-2023,Traffic Manager,2.4
04-10-2023,Traffic Manager,2.38
05-10-2023,Traffic Manager,2.35
06-10-2023,Traffic Manager,2.15
07-10-2023,Traffic Manager,2.41
08-10-2023,Traffic Manager,2.34
09-10-2023,Traffic Manager,2.3
10-10-2023,Traffic Manager,2.29
11-10-2023,Traffic Manager,2.54
12-10-2023,Traffic Manager,2.37
13-10-2023,Traffic Manager,2.27
14-10-2023,Traffic Manager,2.25
15-10-2023,Traffic Manager,2.31
16-10-2023,Traffic Manager,2.42
17-10-2023,Traffic Manager,2.28
18-10-2023,Traffic Manager,2.35
19-10-2023,Traffic Manager,2.5
20-10-2023,Traffic Manager,2.28
21-10-2023,Traffic Manager,2.27
22-10-2023,Traffic Manager,2.35
23-10-2023,Traffic Manager,2.29
24-10-2023,Traffic Manager,2.12
25-10-2023,Traffic Manager,2.41
26-10-2023,Traffic Manager,2.29
27-10-2023,Traffic Manager,2.59
28-10-2023,Traffic Manager,2.23
29-10-2023,Traffic Manager,2.25
30-10-2023,Traffic Manager,2.22
31-10-2023,Traffic Manager,2.06
01-11-2023,Traffic Manager,2.44
02-11-2023,Traffic Manager,2.11
03-11-2023,Traffic Manager,2.14
04-11-2023,Traffic Manager,2.37
05-11-2023,Traffic Manager,2.34
06-11-2023,Traffic Manager,2.28
07-11-2023,Traffic Manager,2.31
08-11-2023,Traffic Manager,2.36
09-11-2023,Traffic Manager,2.48
10-11-2023,Traffic Manager,2.41
11-11-2023,Traffic Manager,2.36
12-11-2023,Traffic Manager,2.16
13-11-2023,Traffic Manager,2.28
14-11-2023,Traffic Manager,2.28
15-11-2023,Traffic Manager,2.3
16-11-2023,Traffic Manager,2.43
17-11-2023,Traffic Manager,2.33
18-11-2023,Traffic Manager,2.35
19-11-2023,Traffic Manager,2.26
20-11-2023,Traffic Manager,2.35
21-11-2023,Traffic Manager,2.29
22-11-2023,Traffic Manager,2.41
23-11-2023,Traffic Manager,2.41
24-11-2023,Traffic Manager,2.29
25-11-2023,Traffic Manager,2.23
26-11-2023,Traffic Manager,2.33
27-11-2023,Traffic Manager,2.21
28-11-2023,Traffic Manager,2.22
29-11-2023,Traffic Manager,2.4
30-11-2023,Traffic Manager,2.31
01-12-2023,Traffic Manager,2.43
02-12-2023,Traffic Manager,2.34
03-12-2023,Traffic Manager,2.25
04-12-2023,Traffic Manager,2.19
05-12-2023,Traffic Manager,2.23
06-12-2023,Traffic Manager,2.33
07-12-2023,Traffic Manager,2.44
08-12-2023,Traffic Manager,2.19
09-12-2023,Traffic Manager,2.3
10-12-2023,Traffic Manager,2.44
11-12-2023,Traffic Manager,2.42
12-12-2023,Traffic Manager,2.08
13-12-2023,Traffic Manager,2.21
14-12-2023,Traffic Manager,2.35
15-12-2023,Traffic Manager,2.33
16-12-2023,Traffic Manager,2.17
17-12-2023,Traffic Manager,2.38
18-12-2023,Traffic Manager,2.34
19-12-2023,Traffic Manager,2.39
20-12-2023,Traffic Manager,2.39
21-12-2023,Traffic Manager,2.51
22-12-2023,Traffic Manager,2.4
23-12-2023,Traffic Manager,2.43
24-12-2023,Traffic Manager,2.28
25-12-2023,Traffic Manager,2.13
26-12-2023,Traffic Manager,2.24
27-12-2023,Traffic Manager,2.36
28-12-2023,Traffic Manager,2.38
29-12-2023,Traffic Manager,2.26
30-12-2023,Traffic Manager,2.42
31-12-2023,Traffic Manager,2.48
01-01-2024,Traffic Manager,2.19
02-01-2024,Traffic Manager,2.42
03-01-2024,Traffic Manager,2.35
04-01-2024,Traffic Manager,2.46
05-01-2024,Traffic Manager,2.22
06-01-2024,Traffic Manager,2.24
07-01-2024,Traffic Manager,2.4
08-01-2024,Traffic Manager,2.36
09-01-2024,Traffic Manager,2.37
10-01-2024,Traffic Manager,2.36
11-01-2024,Traffic Manager,2.48
12-01-2024,Traffic Manager,2.5
13-01-2024,Traffic Manager,2.28
14-01-2024,Traffic Manager,2.34
15-01-2024,Traffic Manager,2.21
16-01-2024,Traffic Manager,2.47
17-01-2024,Traffic Manager,2.51
